id;name;host_id;host_name;neighbourhood;room_type;price;minimum_nights;last_review
384063;nap2 HAPPY & QUIET 3 BEDROOM & 2 BATHROOMS FLAT;1447144;Jaesse;la Dreta de l'Eixample;Entire home/apt;90;2;19/10/2014
384155;Barcelona Center Beach Top Design;1751133;The Punset Family;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;64;32;27/09/2018
384464;Paseo de Gracia / Plaza Catalunya;674212;Juanmi;la Dreta de l'Eixample;Entire home/apt;160;4;20/10/2018
384867;A PERFECT DOUBLE ROOM  BCN CENTER;1926968;Monica;l'Antiga Esquerra de l'Eixample;Private room;20;2;24/10/2018
385049;MIRADOR 3 Bedroom Apartment Port Vell;3775349;Leyre;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;234;2;25/10/2018
385728;YOUR SUITE  ROOM LIGHTFULL PRIVATE BATH, CENTER AC;1930520;Maria;Sant Pere, Santa Caterina i la Ribera;Private room;55;4;23/10/2018
393717;Cosy apartment near Las Ramblas;1968590;Manel;el Raval;Entire home/apt;105;2;05/11/2018
394692;A PERFECT ROOM FOR RENT CENTER BCN;1926968;Monica;l'Antiga Esquerra de l'Eixample;Private room;22;2;15/10/2018
395050;COLORFUL AND COZY FLAT IN BARCELONAS COOLEST AREA!;1780871;Tanner;el Raval;Entire home/apt;28;31;30/10/2018
401481;Centric Apartment in Barcelona;2004002;Xabier;la Dreta de l'Eixample;Private room;38;2;02/11/2018
401990;LARGE ROOM in a COOL STREET!!;2006133;Bruce;l'Antiga Esquerra de l'Eixample;Private room;50;2;22/10/2018
402633;BARCELONA CITY CENTRE CHARM;2009370;Elena;el Poble Sec;Entire home/apt;250;3;02/11/2018
402657;Central, Sunny & Charming + Wifi;1117598;Amanda & Karl;el Poble Sec;Entire home/apt;75;3;23/10/2018
408127;Petite chambre confortable;2032512;Magali;Sant Antoni;Private room;25;3;01/11/2016
408599;Charming 3bedroom flat with balcony;2034854;Roger;el Poble Sec;Entire home/apt;75;1;17/10/2018
410159;Barcelona Center 7 people Apartment;2041901;Dani;el Fort Pienc;Entire home/apt;125;3;28/09/2018
412649;Cozy flat by the Magic Fountain;542867;Gabriela;la Font de la Guatlla;Entire home/apt;67;2;21/10/2018
414786;Centric Double Room-Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;28;6;06/11/2018
415848;2 br, walking distance to ev-thing Cozy Space;865887;Tim;la Nova Esquerra de l'Eixample;Entire home/apt;195;4;31/07/2016
415892;October promo: 6x5. Modernist flat;366654;Arian Watermelon Barcelona!;la Dreta de l'Eixample;Entire home/apt;460;2;25/04/2018
416704;LARGE DOUBLE ROOM, WIFI, CENTER BCN;1984642;Luciana;el Fort Pienc;Private room;50;3;30/05/2018
417239;2 DOUBLES BEDROOMS FLAT IN GRACIA;2074943;Kris;la Vila de Gràcia;Entire home/apt;97;30;31/08/2018
417814;Amplia habitación con privacidad;2072631;Camila Y Hortensia;la Sagrada Família;Private room;33;2;22/10/2018
424137;Spacious apartment just by Las Ramblas;2108468;Carlotta;el Raval;Private room;200;1;27/07/2018
425639;House with garden;2116153;Victor/Paula;el Putxet i el Farró;Entire home/apt;400;5;25/10/2018
430585;Beautiful apartment in the heart of the Gothic;2108468;Carlotta;el Raval;Private room;200;2;09/08/2018
431054;VILLA OLIMPICA BEAUTIFULL PENTHOUSE;2142963;Igor;el Parc i la Llacuna del Poblenou;Entire home/apt;69;31;14/10/2018
431331;NEW APARTMENT IN GRACIA NEIGBOURHOO;400416;Cens Sl;la Vila de Gràcia;Entire home/apt;47;32;02/11/2017
432482;PENTHOUSE PANORAMIC VIEW;898600;Andre;la Dreta de l'Eixample;Entire home/apt;180;2;03/11/2018
437886;Centric Apartment in Barcelona 2;2004002;Xabier;la Dreta de l'Eixample;Private room;38;2;30/10/2018
438102;Nice quiet room close to S. Familia;2176121;Rosa María;el Fort Pienc;Private room;38;3;02/11/2018
438123;Twin for 4-5 Barcelona, Sagrada Familia.;134698;Svetlana;el Baix Guinardó;Private room;70;2;09/06/2018
439057;Paseo de Gracia - Diagonal, 120 m2;2181314;Javier;la Vila de Gràcia;Entire home/apt;126;2;28/10/2018
440427;Just Next to Sagrada Familia!!!;2041901;Dani;la Sagrada Família;Entire home/apt;120;3;08/10/2018
440619;Sagrada Familia Quality double room;2189222;Victor;el Baix Guinardó;Private room;50;1;25/10/2018
440840;sociable rooms in Raval 2;1457147;Piero;el Raval;Private room;25;2;20/10/2018
440841;sociable rooms in Raval 1;1457147;Piero;el Raval;Private room;24;2;31/10/2018
440996;Apartamento Céntrico en Barcelona;777327;Diego;Hostafrancs;Entire home/apt;135;3;08/07/2018
443222;2-bedroom Bright and Classic Sagrada Familia Flat;2202284;Johanna;la Sagrada Família;Entire home/apt;129;3;04/11/2018
443909;BARCELONA GOTICO ,great location;2204578;Francesca;el Barri Gòtic;Private room;60;3;27/10/2018
446665;Double and Lovely room in Barcelona;2218343;Elvira;la Marina de Port;Private room;39;1;26/10/2018
446751;Private room in Sagrada Familia Barcelona;2218867;Georgia;la Sagrada Família;Private room;29;3;13/08/2018
449854;Center location. Magic terrace. 360º views;1267680;Victor;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;120;3;08/10/2018
451758;Bright, elegant loft in center town;1267680;Victor;el Raval;Entire home/apt;100;3;07/09/2018
455623;Studio 25m2 with great views;2264628;Maria;el Raval;Private room;55;3;20/09/2017
456283;In the heart of Gracia District;2075504;Nuri;la Vila de Gràcia;Private room;57;3;23/10/2018
456333;DOUBLE ROOM with WIFI;2268672;Bruna;la Dreta de l'Eixample;Private room;28;1;01/11/2017
457195;Cozy apartment with 3 bedrooms;1405013;Bcn Clols Apartments, S.L.;la Dreta de l'Eixample;Entire home/apt;212;2;05/09/2018
457411;quality & charm in the coolest area;2273599;Susana;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;90;31;19/10/2018
462012;Bungalow with private garden;2296262;Nona;Vallvidrera, el Tibidabo i les Planes;Private room;30;2;28/06/2018
462062;CLOSE TO LA FIRA PL ESPAÑ˜A /INCL BRKFAST;16569867;Lola;la Nova Esquerra de l'Eixample;Private room;33;3;26/10/2018
462118;NEXT TO CATHEDRAL 1;2262273;Emilia;el Barri Gòtic;Entire home/apt;138;32;02/03/2016
462332;Cozy Single Room Barcelona Center;2293257;Claudio;la Nova Esquerra de l'Eixample;Private room;30;3;23/10/2018
462557;Large room and light. balcony (red);2298462;Juan Carlos;Sant Antoni;Private room;33;2;03/10/2018
463880;On the beach - Poblenou;2304846;Ninona;el Poblenou;Entire home/apt;90;2;15/10/2018
468639;Big room with exit to sunny terrace;2325968;Sikerult;Sants - Badal;Private room;33;4;09/10/2018
469177;Cozy apartment in Paralel for 8;1432835;Angel;Sant Antoni;Entire home/apt;90;3;30/10/2018
471669;El Poblenou* House @ Barcelona;1481173;Ciprian & Rose;el Poblenou;Private room;80;1;25/09/2018
472062;close to Paseo de Gracia.;2337603;Rosa;la Vila de Gràcia;Entire home/apt;175;3;29/10/2018
472779;The Borne;2320210;Kim;Sant Pere, Santa Caterina i la Ribera;Entire home/apt;90;3;08/07/2018
473395;Walking distance to Paseo de Gracia;2337603;Rosa;Sant Gervasi - Galvany;Entire home/apt;180;4;01/09/2018
473459;GALA - Between Gracia and Sant Gervasi;2337603;Rosa;la Vila de Gràcia;Entire home/apt;200;4;20/08/2018
474387;Des Artistes 716, wifi, central P;1614471;Guest House;el Fort Pienc;Entire home/apt;520;3;25/02/2016
474669;Confort Apartment 2 Bedrooms WIFI;2353086;Oscar;Sants - Badal;Entire home/apt;105;3;10/09/2018
475771;I rent apartment in Barcelona;1348524;Tomás Becket;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;35;35;21/12/2017
475786;Room to rent in beautiful apartment;2358821;Anna Micaela;Vallcarca i els Penitents;Private room;75;7;
477256;lightful apartment in poblenou';2365702;David;el Parc i la Llacuna del Poblenou;Private room;15;3;19/10/2018
478173;Penthouse in Barcelona, Sun terrace;1724144;Promociones Andreo SL;la Bordeta;Entire home/apt;137;3;29/09/2018
478616;Retrome Barcelona;726695;Retrome;la Dreta de l'Eixample;Private room;150;1;09/09/2018
478951;Sagrada Familia area - Sicilia;135703;Nick;el Fort Pienc;Entire home/apt;180;2;28/10/2018
480975;Loft con gran terraza bcn centro;2272146;Javi;el Poble Sec;Private room;50;1;
481739;The Gaudi Suites II;2320210;Kim;la Dreta de l'Eixample;Entire home/apt;380;3;20/09/2018
484390;MONTHLY COZY SUNNY - SAGRADA FAM.;2397234;Alicia;la Sagrada Família;Entire home/apt;25;31;26/09/2018
485011;A Super unique/charming/hip room!;2400841;Skye;la Dreta de l'Eixample;Private room;62;2;03/08/2018
487233;BOHEMIAN PENTHOUSE DUPLEX + 2 BIKES;2411278;Anna & Marcos;el Poble Sec;Entire home/apt;160;4;29/10/2018
488341;Single bedroom in the middle of BCN';9535595;Adrian;el Barri Gòtic;Private room;30;3;23/10/2018
490517;The Sagrada Penthouse;2320210;Kim;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;100;3;16/08/2018
490742;Big sunny room with terrace;2325968;Sikerult;Sants - Badal;Private room;31;4;13/10/2018
490803;Plaza Sagrada Familia apartmen(1-6);2320210;Kim;la Sagrada Família;Entire home/apt;115;3;14/10/2018
490853;Private Balcony in Sagrada Familia;2426746;Joel Giraldo;la Sagrada Família;Private room;19;1;29/10/2018
493122;lightful apartment in poblenou;2365702;David;el Parc i la Llacuna del Poblenou;Private room;14;3;24/10/2018
494834;Sant Pau Barcelona Suites;2320210;Kim;el Baix Guinardó;Entire home/apt;76;3;23/10/2018
496997;Lovely & Elegant Apartment in Eixample 1-2;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;140;3;15/10/2018
497545;Delightful & Elegant Paseo de Gracia 2;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;130;3;17/10/2018
498632;Prime location. Barcelona Apartment;71615;Mireia And Maria;l'Antiga Esquerra de l'Eixample;Entire home/apt;65;1;08/10/2018
502436;FANTASTIC RAMBLAS;2262273;Emilia;el Barri Gòtic;Entire home/apt;140;33;28/08/2014
503765;New and sunny apartment near Sagrada Familia;2484443;Jordi;la Dreta de l'Eixample;Entire home/apt;120;4;12/10/2018
504653;Double bed in Plaza España;2488904;Luis Y Jose Luis;la Font de la Guatlla;Private room;35;2;27/10/2018
504860;Double room in Plaza España;2488904;Luis Y Jose Luis;la Font de la Guatlla;Private room;35;2;29/10/2018
507667;Habitación cerca sagrada familia-2;2176121;Rosa María;el Fort Pienc;Private room;50;3;15/10/2018
507972;House with pool in Heart Gracia! ;2303967;Anna;la Vila de Gràcia;Entire home/apt;500;4;07/10/2018
508212;Central Atico Apartment with Terrace;2504689;Carolina;l'Antiga Esquerra de l'Eixample;Entire home/apt;92;4;03/11/2018
508685;Single room in Plaza España;2488904;Luis Y Jose Luis;la Font de la Guatlla;Private room;25;2;29/10/2018
510923;Lovely Penthouse in Barcelona;2517389;Sara;el Congrés i els Indians;Entire home/apt;140;3;14/08/2017
511739;sf41 NEW 2 BDR FLAT SAGRADA FAMILIA;1447144;Jaesse;la Sagrada Família;Entire home/apt;85;2;22/10/2014
512625;THE WAY WE LIVE ensuite;1027356;Jesper;el Raval;Private room;42;1;21/10/2018
512666;BCN-RENTALS RAMBLA 4, just 7-10 min to Ramblas;488117;David Y Maria;el Raval;Entire home/apt;210;6;13/10/2018
512737;BCN-RENTALS RAMBLA 3, just 10 min to Ramblas;488117;David Y Maria;el Raval;Entire home/apt;130;6;29/09/2018
513825;Three Bedroom Apartment Sagrada Familia - S3;1093718;Alexey;el Fort Pienc;Entire home/apt;130;3;06/09/2018
514572;ENJOY BARCELONA IN A HUGE APARTMENT;2534420;Roser;la Nova Esquerra de l'Eixample;Entire home/apt;173;3;26/10/2018
515724;Double Room / Marina & Beach;2540353;Josep Mª;el Parc i la Llacuna del Poblenou;Private room;38;3;04/11/2018
515729;Stay close to Sagrada Family temple;2540372;Antonio;la Sagrada Família;Private room;68;2;12/05/2018
516102;Barcelona International Stop !!!;1332544;Ramon;la Nova Esquerra de l'Eixample;Private room;39;2;24/10/2018
516340;Paseo de Gracia/Plaza Catalunya I;674212;Juanmi;la Dreta de l'Eixample;Entire home/apt;165;2;05/02/2018
517407;Luxury Apartment Sagrada Familia;1093718;Alexey;el Fort Pienc;Entire home/apt;234;2;14/10/2018
518247;Ideal apartment in central;2551150;Juan Maria;Sant Antoni;Entire home/apt;135;2;22/08/2017
519494;CHARMING HOUSE IN BCN NEAR BEACH;2556699;Ernest;la Vila Olímpica del Poblenou;Entire home/apt;247;3;26/08/2018
519566;Comfy double room Barcelona Center;1206797;Juan Miguel;el Barri Gòtic;Private room;40;2;03/10/2017
519631;Great location 1870's charming home;1009636;Charles;la Dreta de l'Eixample;Entire home/apt;198;1;04/11/2018
520389;Great Design apartment in Barcelona center;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;150;3;21/10/2018
522705;MODERN FLAT, BIG TERRACE BCN CENTER;2570705;Pilar;la Dreta de l'Eixample;Entire home/apt;81;4;30/10/2018
522987;Between Sagrada F. & the Beach DBL Room;1697782;Jóse;el Fort Pienc;Private room;18;3;28/10/2018
526016;CAROLINAHOUSE 1;2585816;Oscar;Sant Antoni;Private room;35;3;03/11/2018
526094;Nice, sunny & quite single room in the center;2586242;Gemma;el Raval;Private room;45;1;29/07/2018
528979;Acogedora suite y mucho encanto!;2598629;Néstor;Sant Gervasi - Galvany;Private room;55;2;29/10/2018
531195;Bright four bedroom apartment with balconies;2608724;Hector Alvaro;Sant Antoni;Entire home/apt;350;3;21/10/2018
531851;Luxury Barcelona Center Up to 12;1432835;Angel;l'Antiga Esquerra de l'Eixample;Entire home/apt;280;4;02/07/2018
534410;Sagrada familia splendid Attic amazing view;2626568;Caroline;el Fort Pienc;Entire home/apt;149;3;03/11/2018
534550;Bright three bedroom apartment with balconies;2608724;Hector Alvaro;Sant Antoni;Entire home/apt;275;3;27/10/2018
536470;Quiet flat, close Sagrada Família;2635504;Mireia;el Camp d'en Grassot i Gràcia Nova;Entire home/apt;120;3;31/08/2018
537176;Nice renewed apartament with WiFi (HUTB - 004893);2638282;Fernando;Sant Antoni;Entire home/apt;90;3;24/10/2018
538057;Tendency Sagrada Familia 1-2;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
539349;habitación para 1 o 2 personas;2650341;Marga;Porta;Private room;35;1;
543342;Gran Vía Apartment Catalunya square;177617;Joaquin;l'Antiga Esquerra de l'Eixample;Entire home/apt;115;3;05/11/2018
543728;Room in a nice sunny apartment;2555053;Sandra;Sant Antoni;Private room;100;4;24/10/2018
544995;LUXURY HOUSE IN BCN NEAR THE BEACH;2556699;Ernest;la Vila Olímpica del Poblenou;Entire home/apt;249;3;19/10/2018
545207;Penthouse Room with large Terrace heart of BCN;2680490;Quim;la Dreta de l'Eixample;Private room;65;1;28/10/2018
545546;Comfortable studio in Barcelona;2679993;Oliver;el Raval;Entire home/apt;45;32;15/09/2014
546165;Private suite & bathroom in trendy Poblenou;2685251;Leila;el Poblenou;Private room;55;3;04/11/2018
546884;Tendency Sagrada Familia 2-1;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
546970;Tendency Sagrada Familia 2-2;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
547027;Tendency Sagrada Familia 3-1;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
547170;Tendency Sagrada Familia 3-2;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
548052;sfp2 NEW 2 BDR FLAT SAGRADA FAMILIA;1447144;Jaesse;la Sagrada Família;Entire home/apt;90;2;20/09/2018
548085;sfat WITH TERRACE SAGRADA FAMILIA;1447144;Jaesse;la Sagrada Família;Entire home/apt;85;1;01/06/2015
549068;Tendency Sagrada Familia 4-1;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
549116;Tendency Sagrada Familia 4-2;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
551314;Tendency Sagrada Familia P-1;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;
551339;Tendency Sagrada Familia P-2;2320210;Kim;la Sagrada Família;Entire home/apt;180;3;01/03/2018
551378;Modern apartment near Rambla;2689815;Ricardo;l'Antiga Esquerra de l'Eixample;Entire home/apt;100;2;14/10/2018
554299;TODAY'S OFFER ATIC FLAT IN CENTER;1221038;Mar;el Raval;Entire home/apt;40;32;03/11/2013
556255;Chic & cheap room + shower (only one girl);1474565;Ana;la Nova Esquerra de l'Eixample;Private room;35;5;02/11/2018
556979;MAGNIFIC ATTIC & PRIVATE TERRACE NEAR CENTRE;2736874;Mara;Sant Antoni;Entire home/apt;100;2;16/10/2018
557772;Modern-ist Apartment;2741652;Rodrigo;l'Antiga Esquerra de l'Eixample;Entire home/apt;60;31;24/10/2018
558235;Renting small cozy room in Gracia;2745269;David;la Vila de Gràcia;Private room;20;2;29/09/2018
558366;Single room: morning sun + lots of light in Born;2745490;Bori;Sant Pere, Santa Caterina i la Ribera;Private room;27;3;19/10/2018
558549;Big Terrace Room - Paseo de Gracia;1451449;Pedro & Rita;la Dreta de l'Eixample;Private room;44;5;06/11/2018
558651;Spacious Apartment Central BCN ;2201772;Dimitry;la Nova Esquerra de l'Eixample;Entire home/apt;320;3;24/07/2018
558886;3 bedrooms Apt in Barcelona center;2747795;Stephanie;la Nova Esquerra de l'Eixample;Entire home/apt;111;3;23/10/2018
559930;Btwn S. Famlia & the Beach! 2 or 3 people;1697782;Jóse;el Fort Pienc;Private room;25;3;02/11/2018
562169;Two rooms in beautiful apartment.;2764476;Sol;el Guinardó;Private room;100;3;26/09/2017
562807;Large apartment in Paralelo;1391607;Aline;el Poble Sec;Entire home/apt;100;3;29/05/2018
563131;nice room (D/S) next Picasso museu;2769482;Mariona;Sant Pere, Santa Caterina i la Ribera;Private room;55;2;18/09/2018
563971;APARTAMENT IN BARCELONA CENTRE;2773231;Arama & Jordi;Sant Antoni;Entire home/apt;70;2;23/10/2018
564809;UNA HABITACIÑœN CON VISTAS;2598629;Néstor;la Vila de Gràcia;Private room;55;3;26/10/2018
566869;!!YOU WILL ALWAYS LOVE THIS PLACEÃ‚Â¡Ã‚Â¡;2788133;Adriano;el Poble Sec;Entire home/apt;55;2;22/10/2018
567855;COZY ROOM IN FABULOUS LOFT GOTHIC CENTER;2793529;Cleofas;el Barri Gòtic;Private room;62;3;29/10/2018
567962;SUN AND SKY TERRACE-LOFT APART;2794626;Jordi;la Bordeta;Entire home/apt;46;28;09/07/2018
568129;Nice room in the heart of Barcelona;2795488;Zulma;la Nova Esquerra de l'Eixample;Private room;45;2;17/10/2018
568185;Comfortable and centrally  room;2795488;Zulma;la Nova Esquerra de l'Eixample;Private room;45;2;18/10/2018
568432;Charming Room + private terrace  center;1809535;Silvia;l'Antiga Esquerra de l'Eixample;Private room;44;1;05/11/2018
569527;Bogatell Beach Studio 5 min to the beach free WiFi;1367370;Karen;el Poblenou;Entire home/apt;119;3;28/07/2018
569610;Pl España (Ask for Barca-Real Madrid Tickets);2700806;Andres;Sants;Entire home/apt;120;4;26/07/2018
572646;Comfort Apt. Barceloneta Beach. Min 32 day stay.;265165;Jarrod;la Barceloneta;Entire home/apt;27;32;10/06/2018
572833;In the heart of Gracia;2818497;Miriam;la Vila de Gràcia;Entire home/apt;100;3;13/10/2018
575139;Art Nouveau Luxury Apartment BCN;1354169;Valentin;el Raval;Entire home/apt;250;5;24/10/2018
575144;SpaciousCharming.City Center&Beach;1354169;Valentin;la Vila Olímpica del Poblenou;Entire home/apt;265;4;13/08/2018
576046;HABITACIÑœN DOBLE,  EDIFICIO 1900, Forum, Sag.Fami;2833463;Josefa;el Fort Pienc;Private room;25;4;27/09/2018
576383;Quiet & Charming en-suite room ;2667830;Claudia;el Poble Sec;Private room;90;2;16/10/2018
576550;Luxury Vila Olimpica Beach;2320210;Kim;la Vila Olímpica del Poblenou;Entire home/apt;166;3;12/08/2018
576728;Fabulous sunny atic flat Tibidabo;2836824;Jacobo;el Putxet i el Farró;Entire home/apt;149;6;14/08/2018
577271;Great room next to the park;2324254;Nuria;el Fort Pienc;Private room;50;2;02/09/2018
577865;HAB.DOBLE y LUMINOSA CON AIRE ACON. EN PL.ESPAÑ˜A;2841625;Isabel;Hostafrancs;Private room;49;3;22/09/2018
578180;Nice room with private bathroom;2843953;July;el Clot;Private room;30;7;08/08/2014
578558;Ca'l Mateu-Sagrada Familia;2846323;Joan;el Fort Pienc;Entire home/apt;150;3;04/11/2018
582364;Spectacular Modern Uptown Duplex;2660281;Maria;el Putxet i el Farró;Entire home/apt;175;2;23/10/2018
